FIR_ID,DateTime,Crime_Type,Area,Latitude,Longitude,Severity,Status,Date,Hour,Day_of_Week,Month,Year
FIR-2024-008106,2024-09-23 02:03:00,House Burglary,Banashankari,12.926099,77.543343,4,Closed - Untraced,2024-09-23,2,Monday,9,2024
FIR-2024-008097,2024-09-23 02:31:00,Assault,Peenya,13.029315,77.510707,4,Under Investigation,2024-09-23,2,Monday,9,2024
FIR-2024-008086,2024-09-23 02:55:00,Vehicle Theft,Indiranagar,12.970795,77.635506,3,Closed - Untraced,2024-09-23,2,Monday,9,2024
FIR-2024-008081,2024-09-23 05:07:00,House Burglary,Shivajinagar,12.98384,77.591448,4,Chargesheeted,2024-09-23,5,Monday,9,2024
FIR-2024-008075,2024-09-23 07:12:00,Cybercrime Fraud,Majestic,12.971263,77.569478,3,Chargesheeted,2024-09-23,7,Monday,9,2024
FIR-2024-008094,2024-09-23 08:12:00,Cybercrime Fraud,Whitefield,12.98463,77.744647,3,Under Investigation,2024-09-23,8,Monday,9,2024
FIR-2024-008077,2024-09-23 08:37:00,Chain Snatching,KR Market,12.959214,77.590798,3,Closed - Convicted,2024-09-23,8,Monday,9,2024
FIR-2024-008107,2024-09-23 08:58:00,Chain Snatching,Malleshwaram,13.001532,77.578191,3,Chargesheeted,2024-09-23,8,Monday,9,2024
FIR-2024-008090,2024-09-23 10:10:00,Cheating,Marathahalli,12.965051,77.693242,2,Chargesheeted,2024-09-23,10,Monday,9,2024
FIR-2024-008099,2024-09-23 11:55:00,Cheating,Peenya,13.039932,77.52885,2,Chargesheeted,2024-09-23,11,Monday,9,2024
FIR-2024-008076,2024-09-23 12:50:00,Cybercrime Fraud,Majestic,12.983291,77.571941,3,Under Investigation,2024-09-23,12,Monday,9,2024
FIR-2024-008082,2024-09-23 13:10:00,Cheating,Shivajinagar,12.984276,77.611843,2,Under Investigation,2024-09-23,13,Monday,9,2024
FIR-2024-008092,2024-09-23 13:34:00,House Burglary,Whitefield,12.955538,77.727255,4,Closed - Convicted,2024-09-23,13,Monday,9,2024
FIR-2024-008079,2024-09-23 13:39:00,Mobile Snatching,Shivajinagar,12.986882,77.602648,2,Closed - Untraced,2024-09-23,13,Monday,9,2024
FIR-2024-008073,2024-09-23 15:22:00,Chain Snatching,Majestic,12.969729,77.564571,3,Under Investigation,2024-09-23,15,Monday,9,2024
FIR-2024-008096,2024-09-23 16:09:00,Cybercrime Fraud,Electronic City,12.83917,77.646789,3,Under Investigation,2024-09-23,16,Monday,9,2024
FIR-2024-008088,2024-09-23 16:23:00,Cheating,Indiranagar,12.974895,77.641076,2,Under Investigation,2024-09-23,16,Monday,9,2024
FIR-2024-008095,2024-09-23 16:54:00,Cybercrime Fraud,Whitefield,12.976031,77.769491,3,Closed - Untraced,2024-09-23,16,Monday,9,2024
FIR-2024-008104,2024-09-23 16:56:00,Chain Snatching,MG Road,12.976264,77.604186,3,Chargesheeted,2024-09-23,16,Monday,9,2024
FIR-2024-008091,2024-09-23 17:28:00,Chain Snatching,Whitefield,12.967995,77.74968,3,Chargesheeted,2024-09-23,17,Monday,9,2024
FIR-2024-008108,2024-09-23 17:39:00,House Burglary,Malleshwaram,13.002723,77.577477,4,Closed - Untraced,2024-09-23,17,Monday,9,2024
FIR-2024-008078,2024-09-23 18:29:00,Drug Offense,KR Market,12.964942,77.585783,3,Chargesheeted,2024-09-23,18,Monday,9,2024
FIR-2024-008109,2024-09-23 20:04:00,Chain Snatching,Bommanahalli,12.905549,77.616316,3,Under Investigation,2024-09-23,20,Monday,9,2024
FIR-2024-008089,2024-09-23 20:28:00,Robbery,Marathahalli,12.945476,77.726633,4,Chargesheeted,2024-09-23,20,Monday,9,2024
FIR-2024-008093,2024-09-23 21:23:00,House Burglary,Whitefield,12.960576,77.752733,4,Under Investigation,2024-09-23,21,Monday,9,2024
FIR-2024-008101,2024-09-23 21:42:00,Assault,Hebbal,13.05048,77.602206,4,Chargesheeted,2024-09-23,21,Monday,9,2024
FIR-2024-008080,2024-09-23 21:57:00,House Burglary,Shivajinagar,12.979821,77.619736,4,Chargesheeted,2024-09-23,21,Monday,9,2024
FIR-2024-008102,2024-09-23 21:59:00,Vehicle Theft,Frazer Town,13.000579,77.610015,3,Chargesheeted,2024-09-23,21,Monday,9,2024
FIR-2024-008105,2024-09-23 22:17:00,Mobile Snatching,MG Road,12.979611,77.607059,2,Under Investigation,2024-09-23,22,Monday,9,2024
FIR-2024-008084,2024-09-23 22:19:00,Robbery,Koramangala,12.928023,77.631967,4,Closed - Convicted,2024-09-23,22,Monday,9,2024
FIR-2024-008085,2024-09-23 22:19:00,Drug Offense,Koramangala,12.911911,77.629801,3,Chargesheeted,2024-09-23,22,Monday,9,2024
FIR-2024-008098,2024-09-23 22:35:00,Assault,Peenya,13.040004,77.516164,4,Closed - Untraced,2024-09-23,22,Monday,9,2024
FIR-2024-008087,2024-09-23 22:52:00,Robbery,Indiranagar,12.971391,77.642398,4,Under Investigation,2024-09-23,22,Monday,9,2024
FIR-2024-008083,2024-09-23 23:54:00,Vehicle Theft,Koramangala,12.9489,77.627835,3,Closed - Untraced,2024-09-23,23,Monday,9,2024
FIR-2024-008110,2024-09-24 00:30:00,Vehicle Theft,Majestic,12.979027,77.580946,3,Under Investigation,2024-09-24,0,Tuesday,9,2024
FIR-2024-008114,2024-09-24 01:19:00,House Burglary,KR Market,12.961149,77.585262,4,Under Investigation,2024-09-24,1,Tuesday,9,2024
FIR-2024-008117,2024-09-24 02:02:00,Cheating,KR Market,12.965038,77.588323,2,Closed - Convicted,2024-09-24,2,Tuesday,9,2024
FIR-2024-008127,2024-09-24 02:06:00,Vehicle Theft,Whitefield,12.971685,77.749123,3,Under Investigation,2024-09-24,2,Tuesday,9,2024
FIR-2024-008124,2024-09-24 02:13:00,Vehicle Theft,Marathahalli,12.956936,77.699211,3,Under Investigation,2024-09-24,2,Tuesday,9,2024
FIR-2024-008130,2024-09-24 02:42:00,Assault,Yeshwanthpur,13.029271,77.536131,4,Under Investigation,2024-09-24,2,Tuesday,9,2024
FIR-2024-008129,2024-09-24 03:22:00,House Burglary,Yeshwanthpur,13.038952,77.521132,4,Under Investigation,2024-09-24,3,Tuesday,9,2024
FIR-2024-008128,2024-09-24 04:08:00,Vehicle Theft,Peenya,13.029773,77.518401,3,Chargesheeted,2024-09-24,4,Tuesday,9,2024
FIR-2024-008125,2024-09-24 08:19:00,Mobile Snatching,Marathahalli,12.962028,77.698884,2,Closed - Untraced,2024-09-24,8,Tuesday,9,2024
FIR-2024-008115,2024-09-24 08:24:00,House Burglary,KR Market,12.952667,77.580409,4,Chargesheeted,2024-09-24,8,Tuesday,9,2024
FIR-2024-008116,2024-09-24 10:09:00,Robbery,KR Market,12.966802,77.579017,4,Chargesheeted,2024-09-24,10,Tuesday,9,2024
FIR-2024-008121,2024-09-24 10:14:00,Harassment,Koramangala,12.947255,77.639455,2,Under Investigation,2024-09-24,10,Tuesday,9,2024
FIR-2024-008112,2024-09-24 11:42:00,Cybercrime Fraud,Majestic,12.975216,77.57376,3,Closed - Untraced,2024-09-24,11,Tuesday,9,2024
FIR-2024-008135,2024-09-24 15:17:00,Cheating,Banashankari,12.92293,77.541107,2,Chargesheeted,2024-09-24,15,Tuesday,9,2024
FIR-2024-008118,2024-09-24 16:34:00,Drug Offense,KR Market,12.959808,77.583305,3,Under Investigation,2024-09-24,16,Tuesday,9,2024
FIR-2024-008111,2024-09-24 18:19:00,Mobile Snatching,Majestic,12.967954,77.569981,2,Closed - Untraced,2024-09-24,18,Tuesday,9,2024
FIR-2024-008126,2024-09-24 19:14:00,Assault,Marathahalli,12.9559,77.685715,4,Under Investigation,2024-09-24,19,Tuesday,9,2024
FIR-2024-008120,2024-09-24 19:15:00,Chain Snatching,Shivajinagar,12.985381,77.605086,3,Closed - Convicted,2024-09-24,19,Tuesday,9,2024
FIR-2024-008113,2024-09-24 19:44:00,Cybercrime Fraud,Majestic,12.985142,77.571838,3,Under Investigation,2024-09-24,19,Tuesday,9,2024
FIR-2024-008123,2024-09-24 20:44:00,Vehicle Theft,Marathahalli,12.960433,77.705035,3,Under Investigation,2024-09-24,20,Tuesday,9,2024
FIR-2024-008131,2024-09-24 20:49:00,Mobile Snatching,Hebbal,13.03676,77.60185,2,Closed - Untraced,2024-09-24,20,Tuesday,9,2024
FIR-2024-008122,2024-09-24 21:27:00,Vehicle Theft,Indiranagar,12.960666,77.638902,3,Closed - Convicted,2024-09-24,21,Tuesday,9,2024
FIR-2024-008133,2024-09-24 21:32:00,Cybercrime Fraud,Rajajinagar,12.98374,77.54954,3,Under Investigation,2024-09-24,21,Tuesday,9,2024
FIR-2024-008134,2024-09-24 21:38:00,Robbery,MG Road,12.980482,77.601128,4,Closed - Convicted,2024-09-24,21,Tuesday,9,2024
FIR-2024-008132,2024-09-24 22:33:00,Vehicle Theft,Rajajinagar,12.98652,77.55394,3,Under Investigation,2024-09-24,22,Tuesday,9,2024
FIR-2024-008119,2024-09-24 23:57:00,Vehicle Theft,Shivajinagar,12.975363,77.59481,3,Under Investigation,2024-09-24,23,Tuesday,9,2024
FIR-2024-008139,2024-09-25 00:03:00,Vehicle Theft,KR Market,12.965397,77.593294,3,Under Investigation,2024-09-25,0,Wednesday,9,2024
FIR-2024-008158,2024-09-25 01:41:00,Vehicle Theft,Hebbal,13.032766,77.612622,3,Closed - Untraced,2024-09-25,1,Wednesday,9,2024
FIR-2024-008162,2024-09-25 03:01:00,Cheating,Banashankari,12.933091,77.545904,2,Chargesheeted,2024-09-25,3,Wednesday,9,2024
FIR-2024-008141,2024-09-25 03:36:00,House Burglary,KR Market,12.959679,77.586298,4,Closed - Convicted,2024-09-25,3,Wednesday,9,2024
FIR-2024-008148,2024-09-25 03:44:00,Vehicle Theft,Indiranagar,12.969071,77.6425,3,Closed - Untraced,2024-09-25,3,Wednesday,9,2024
FIR-2024-008155,2024-09-25 03:58:00,Vehicle Theft,Peenya,13.02654,77.531241,3,Under Investigation,2024-09-25,3,Wednesday,9,2024
FIR-2024-008146,2024-09-25 05:42:00,Chain Snatching,Koramangala,12.93112,77.615461,3,Closed - Untraced,2024-09-25,5,Wednesday,9,2024
FIR-2024-008140,2024-09-25 06:40:00,Chain Snatching,KR Market,12.956815,77.590462,3,Under Investigation,2024-09-25,6,Wednesday,9,2024
FIR-2024-008164,2024-09-25 07:34:00,Drug Offense,Bommanahalli,12.912659,77.63192,3,Under Investigation,2024-09-25,7,Wednesday,9,2024
FIR-2024-008154,2024-09-25 07:49:00,Cybercrime Fraud,HSR Layout,12.918013,77.649849,3,Under Investigation,2024-09-25,7,Wednesday,9,2024
FIR-2024-008152,2024-09-25 07:53:00,Chain Snatching,HSR Layout,12.920906,77.645696,3,Closed - Untraced,2024-09-25,7,Wednesday,9,2024
FIR-2024-008151,2024-09-25 08:35:00,Chain Snatching,HSR Layout,12.921921,77.656207,3,Closed - Untraced,2024-09-25,8,Wednesday,9,2024
FIR-2024-008153,2024-09-25 08:39:00,Chain Snatching,HSR Layout,12.915518,77.650121,3,Closed - Untraced,2024-09-25,8,Wednesday,9,2024
FIR-2024-008156,2024-09-25 08:45:00,Chain Snatching,Peenya,13.040291,77.518751,3,Under Investigation,2024-09-25,8,Wednesday,9,2024
FIR-2024-008136,2024-09-25 08:59:00,Chain Snatching,Majestic,12.982775,77.56629,3,Under Investigation,2024-09-25,8,Wednesday,9,2024
FIR-2024-008137,2024-09-25 12:17:00,Cheating,Majestic,12.96997,77.56411,2,Under Investigation,2024-09-25,12,Wednesday,9,2024
FIR-2024-008145,2024-09-25 13:49:00,Cybercrime Fraud,Shivajinagar,12.986351,77.600427,3,Under Investigation,2024-09-25,13,Wednesday,9,2024
FIR-2024-008150,2024-09-25 15:40:00,Chain Snatching,BTM Layout,12.920573,77.618061,3,Under Investigation,2024-09-25,15,Wednesday,9,2024
FIR-2024-008157,2024-09-25 16:11:00,House Burglary,Yeshwanthpur,13.030328,77.534232,4,Closed - Untraced,2024-09-25,16,Wednesday,9,2024
FIR-2024-008144,2024-09-25 18:23:00,Robbery,Shivajinagar,12.976241,77.608168,4,Closed - Untraced,2024-09-25,18,Wednesday,9,2024
FIR-2024-008142,2024-09-25 19:09:00,Drug Offense,KR Market,12.957073,77.590509,3,Under Investigation,2024-09-25,19,Wednesday,9,2024
FIR-2024-008149,2024-09-25 19:14:00,Chain Snatching,Indiranagar,12.967891,77.629164,3,Closed - Untraced,2024-09-25,19,Wednesday,9,2024
FIR-2024-008147,2024-09-25 19:25:00,Harassment,Koramangala,12.942977,77.622967,2,Chargesheeted,2024-09-25,19,Wednesday,9,2024
FIR-2024-008160,2024-09-25 20:38:00,Assault,MG Road,12.975786,77.599986,4,Under Investigation,2024-09-25,20,Wednesday,9,2024
FIR-2024-008138,2024-09-25 20:55:00,Harassment,Majestic,12.974029,77.571152,2,Under Investigation,2024-09-25,20,Wednesday,9,2024
FIR-2024-008143,2024-09-25 22:11:00,Robbery,Shivajinagar,12.995627,77.603746,4,Under Investigation,2024-09-25,22,Wednesday,9,2024
FIR-2024-008161,2024-09-25 22:20:00,Vehicle Theft,Jayanagar,12.936227,77.556531,3,Closed - Convicted,2024-09-25,22,Wednesday,9,2024
FIR-2024-008159,2024-09-25 22:46:00,Drug Offense,Frazer Town,12.996251,77.607869,3,Under Investigation,2024-09-25,22,Wednesday,9,2024
FIR-2024-008163,2024-09-25 22:56:00,Chain Snatching,Malleshwaram,12.991429,77.572053,3,Under Investigation,2024-09-25,22,Wednesday,9,2024
FIR-2024-008168,2024-09-26 00:11:00,Mobile Snatching,Shivajinagar,12.988218,77.599462,2,Chargesheeted,2024-09-26,0,Thursday,9,2024
FIR-2024-008165,2024-09-26 00:42:00,Vehicle Theft,Majestic,12.976212,77.570488,3,Under Investigation,2024-09-26,0,Thursday,9,2024
FIR-2024-008177,2024-09-26 03:06:00,Chain Snatching,HSR Layout,12.900691,77.650189,3,Under Investigation,2024-09-26,3,Thursday,9,2024
FIR-2024-008176,2024-09-26 03:37:00,Cybercrime Fraud,BTM Layout,12.900507,77.613166,3,Chargesheeted,2024-09-26,3,Thursday,9,2024
FIR-2024-008186,2024-09-26 04:12:00,House Burglary,Jayanagar,12.917746,77.578141,4,Under Investigation,2024-09-26,4,Thursday,9,2024
FIR-2024-008178,2024-09-26 05:50:00,Vehicle Theft,Yeshwanthpur,13.018027,77.539037,3,Under Investigation,2024-09-26,5,Thursday,9,2024
FIR-2024-008167,2024-09-26 06:23:00,Vehicle Theft,Shivajinagar,12.984516,77.602228,3,Closed - Convicted,2024-09-26,6,Thursday,9,2024
FIR-2024-008173,2024-09-26 06:52:00,Mobile Snatching,Whitefield,12.98364,77.725722,2,Closed - Convicted,2024-09-26,6,Thursday,9,2024
FIR-2024-008180,2024-09-26 07:06:00,Vehicle Theft,Rajajinagar,12.984345,77.546158,3,Chargesheeted,2024-09-26,7,Thursday,9,2024
FIR-2024-008184,2024-09-26 07:58:00,Chain Snatching,Jayanagar,12.921177,77.579916,3,Under Investigation,2024-09-26,7,Thursday,9,2024
FIR-2024-008181,2024-09-26 10:06:00,Robbery,Rajajinagar,12.984869,77.537471,4,Under Investigation,2024-09-26,10,Thursday,9,2024
FIR-2024-008166,2024-09-26 15:49:00,Cheating,KR Market,12.964817,77.589479,2,Under Investigation,2024-09-26,15,Thursday,9,2024
FIR-2024-008171,2024-09-26 16:20:00,Cybercrime Fraud,Koramangala,12.920824,77.608606,3,Under Investigation,2024-09-26,16,Thursday,9,2024
FIR-2024-008175,2024-09-26 17:52:00,Cybercrime Fraud,Electronic City,12.833938,77.666142,3,Under Investigation,2024-09-26,17,Thursday,9,2024
FIR-2024-008172,2024-09-26 18:27:00,Mobile Snatching,Whitefield,12.97293,77.735269,2,Chargesheeted,2024-09-26,18,Thursday,9,2024
FIR-2024-008185,2024-09-26 19:15:00,House Burglary,Jayanagar,12.923824,77.583371,4,Closed - Convicted,2024-09-26,19,Thursday,9,2024
FIR-2024-008170,2024-09-26 19:20:00,Cybercrime Fraud,Koramangala,12.927825,77.611194,3,Under Investigation,2024-09-26,19,Thursday,9,2024
FIR-2024-008174,2024-09-26 21:10:00,Robbery,Electronic City,12.852557,77.679368,4,Closed - Convicted,2024-09-26,21,Thursday,9,2024
FIR-2024-008179,2024-09-26 21:20:00,Vehicle Theft,Hebbal,13.039305,77.60383,3,Under Investigation,2024-09-26,21,Thursday,9,2024
FIR-2024-008169,2024-09-26 21:45:00,Assault,Koramangala,12.944941,77.642409,4,Closed - Untraced,2024-09-26,21,Thursday,9,2024
FIR-2024-008182,2024-09-26 22:09:00,Vehicle Theft,Frazer Town,12.997682,77.606327,3,Closed - Untraced,2024-09-26,22,Thursday,9,2024
FIR-2024-008183,2024-09-26 22:31:00,Vehicle Theft,Jayanagar,12.937599,77.593872,3,Chargesheeted,2024-09-26,22,Thursday,9,2024
FIR-2024-008197,2024-09-27 00:14:00,Assault,Whitefield,12.982453,77.752773,4,Chargesheeted,2024-09-27,0,Friday,9,2024
FIR-2024-008201,2024-09-27 01:15:00,Vehicle Theft,BTM Layout,12.919286,77.609606,3,Closed - Convicted,2024-09-27,1,Friday,9,2024
FIR-2024-008204,2024-09-27 01:38:00,Vehicle Theft,HSR Layout,12.899331,77.655629,3,Closed - Untraced,2024-09-27,1,Friday,9,2024
FIR-2024-008216,2024-09-27 02:07:00,Vehicle Theft,MG Road,12.973915,77.60942,3,Chargesheeted,2024-09-27,2,Friday,9,2024
FIR-2024-008190,2024-09-27 02:33:00,Vehicle Theft,Koramangala,12.937315,77.611346,3,Chargesheeted,2024-09-27,2,Friday,9,2024
FIR-2024-008205,2024-09-27 02:57:00,Vehicle Theft,HSR Layout,12.910472,77.656494,3,Closed - Untraced,2024-09-27,2,Friday,9,2024
FIR-2024-008193,2024-09-27 02:59:00,Cheating,Indiranagar,12.975327,77.6371,2,Chargesheeted,2024-09-27,2,Friday,9,2024
FIR-2024-008212,2024-09-27 03:44:00,Vehicle Theft,Rajajinagar,12.987349,77.53584,3,Chargesheeted,2024-09-27,3,Friday,9,2024
FIR-2024-008192,2024-09-27 04:29:00,Vehicle Theft,Indiranagar,12.957357,77.650036,3,Closed - Convicted,2024-09-27,4,Friday,9,2024
FIR-2024-008189,2024-09-27 05:30:00,Robbery,Shivajinagar,12.980513,77.601887,4,Closed - Untraced,2024-09-27,5,Friday,9,2024
FIR-2024-008215,2024-09-27 07:21:00,Vehicle Theft,Frazer Town,12.996696,77.591957,3,Closed - Untraced,2024-09-27,7,Friday,9,2024
FIR-2024-008214,2024-09-27 07:41:00,Cheating,Rajajinagar,12.985172,77.543555,2,Under Investigation,2024-09-27,7,Friday,9,2024
FIR-2024-008188,2024-09-27 07:57:00,House Burglary,Shivajinagar,12.972675,77.605142,4,Under Investigation,2024-09-27,7,Friday,9,2024
FIR-2024-008187,2024-09-27 07:58:00,Assault,KR Market,12.96022,77.578548,4,Chargesheeted,2024-09-27,7,Friday,9,2024
FIR-2024-008199,2024-09-27 10:56:00,House Burglary,Electronic City,12.8323,77.655908,4,Closed - Convicted,2024-09-27,10,Friday,9,2024
FIR-2024-008219,2024-09-27 11:56:00,Cheating,Malleshwaram,13.003766,77.582934,2,Closed - Untraced,2024-09-27,11,Friday,9,2024
FIR-2024-008209,2024-09-27 12:35:00,Vehicle Theft,Yeshwanthpur,13.026608,77.539931,3,Chargesheeted,2024-09-27,12,Friday,9,2024
FIR-2024-008217,2024-09-27 15:44:00,House Burglary,Jayanagar,12.936588,77.576274,4,Under Investigation,2024-09-27,15,Friday,9,2024
FIR-2024-008211,2024-09-27 16:53:00,Cybercrime Fraud,Hebbal,13.038119,77.600308,3,Chargesheeted,2024-09-27,16,Friday,9,2024
FIR-2024-008203,2024-09-27 17:23:00,House Burglary,BTM Layout,12.917892,77.60833,4,Closed - Untraced,2024-09-27,17,Friday,9,2024
FIR-2024-008213,2024-09-27 17:46:00,Chain Snatching,Rajajinagar,12.983479,77.552053,3,Chargesheeted,2024-09-27,17,Friday,9,2024
FIR-2024-008194,2024-09-27 17:50:00,Mobile Snatching,Marathahalli,12.962785,77.709434,2,Closed - Untraced,2024-09-27,17,Friday,9,2024
FIR-2024-008196,2024-09-27 18:38:00,Vehicle Theft,Whitefield,12.967353,77.746417,3,Closed - Untraced,2024-09-27,18,Friday,9,2024
FIR-2024-008198,2024-09-27 20:13:00,Cybercrime Fraud,Whitefield,12.968823,77.737311,3,Under Investigation,2024-09-27,20,Friday,9,2024
FIR-2024-008206,2024-09-27 20:35:00,Mobile Snatching,HSR Layout,12.901679,77.644836,2,Closed - Convicted,2024-09-27,20,Friday,9,2024
FIR-2024-008207,2024-09-27 21:22:00,Mobile Snatching,HSR Layout,12.917332,77.644621,2,Closed - Untraced,2024-09-27,21,Friday,9,2024
FIR-2024-008191,2024-09-27 21:43:00,Assault,Koramangala,12.933227,77.619817,4,Closed - Untraced,2024-09-27,21,Friday,9,2024
FIR-2024-008195,2024-09-27 22:04:00,Assault,Marathahalli,12.969041,77.689598,4,Closed - Convicted,2024-09-27,22,Friday,9,2024
FIR-2024-008210,2024-09-27 22:40:00,Vehicle Theft,Yeshwanthpur,13.018423,77.552389,3,Under Investigation,2024-09-27,22,Friday,9,2024
FIR-2024-008218,2024-09-27 22:47:00,Vehicle Theft,Malleshwaram,13.001523,77.562526,3,Closed - Convicted,2024-09-27,22,Friday,9,2024
FIR-2024-008208,2024-09-27 23:11:00,House Burglary,HSR Layout,12.91381,77.639192,4,Closed - Convicted,2024-09-27,23,Friday,9,2024
FIR-2024-008202,2024-09-27 23:18:00,House Burglary,BTM Layout,12.925315,77.599783,4,Chargesheeted,2024-09-27,23,Friday,9,2024
FIR-2024-008200,2024-09-27 23:28:00,Assault,Electronic City,12.843203,77.659868,4,Chargesheeted,2024-09-27,23,Friday,9,2024
FIR-2024-008232,2024-09-28 00:04:00,Vehicle Theft,Marathahalli,12.956716,77.694163,3,Chargesheeted,2024-09-28,0,Saturday,9,2024
FIR-2024-008243,2024-09-28 00:33:00,Assault,HSR Layout,12.908633,77.653657,4,Closed - Convicted,2024-09-28,0,Saturday,9,2024
FIR-2024-008228,2024-09-28 02:02:00,Vehicle Theft,Koramangala,12.934446,77.633873,3,Under Investigation,2024-09-28,2,Saturday,9,2024
FIR-2024-008253,2024-09-28 02:39:00,Vehicle Theft,MG Road,12.976895,77.61738,3,Under Investigation,2024-09-28,2,Saturday,9,2024
FIR-2024-008221,2024-09-28 03:58:00,Drug Offense,Majestic,12.977566,77.566137,3,Closed - Convicted,2024-09-28,3,Saturday,9,2024
FIR-2024-008256,2024-09-28 04:35:00,Vehicle Theft,Jayanagar,12.9178,77.596936,3,Closed - Untraced,2024-09-28,4,Saturday,9,2024
FIR-2024-008245,2024-09-28 05:15:00,Chain Snatching,Peenya,13.013586,77.518886,3,Chargesheeted,2024-09-28,5,Saturday,9,2024
FIR-2024-008224,2024-09-28 05:30:00,Harassment,KR Market,12.957638,77.583229,2,Under Investigation,2024-09-28,5,Saturday,9,2024
FIR-2024-008235,2024-09-28 05:34:00,Assault,Marathahalli,12.93497,77.701286,4,Chargesheeted,2024-09-28,5,Saturday,9,2024
FIR-2024-008244,2024-09-28 06:22:00,Harassment,HSR Layout,12.910411,77.661729,2,Closed - Untraced,2024-09-28,6,Saturday,9,2024
FIR-2024-008259,2024-09-28 07:19:00,Mobile Snatching,Bommanahalli,12.900018,77.59865,2,Closed - Untraced,2024-09-28,7,Saturday,9,2024
FIR-2024-008222,2024-09-28 07:30:00,Assault,KR Market,12.966142,77.578565,4,Chargesheeted,2024-09-28,7,Saturday,9,2024
FIR-2024-008225,2024-09-28 07:34:00,House Burglary,Shivajinagar,12.9896,77.596844,4,Under Investigation,2024-09-28,7,Saturday,9,2024
FIR-2024-008220,2024-09-28 08:55:00,House Burglary,Majestic,12.97316,77.569407,4,Closed - Untraced,2024-09-28,8,Saturday,9,2024
FIR-2024-008261,2024-09-28 09:44:00,Cheating,Bommanahalli,12.899315,77.617698,2,Closed - Untraced,2024-09-28,9,Saturday,9,2024
FIR-2024-008240,2024-09-28 09:50:00,Assault,BTM Layout,12.909417,77.612124,4,Chargesheeted,2024-09-28,9,Saturday,9,2024
FIR-2024-008236,2024-09-28 10:17:00,Robbery,Electronic City,12.835362,77.672974,4,Under Investigation,2024-09-28,10,Saturday,9,2024
FIR-2024-008234,2024-09-28 11:19:00,Robbery,Marathahalli,12.929007,77.690923,4,Chargesheeted,2024-09-28,11,Saturday,9,2024
FIR-2024-008242,2024-09-28 11:32:00,Vehicle Theft,HSR Layout,12.915698,77.6444,3,Chargesheeted,2024-09-28,11,Saturday,9,2024
FIR-2024-008249,2024-09-28 12:04:00,House Burglary,Yeshwanthpur,13.023768,77.547483,4,Closed - Untraced,2024-09-28,12,Saturday,9,2024
FIR-2024-008251,2024-09-28 12:36:00,Assault,Rajajinagar,12.995631,77.54037,4,Chargesheeted,2024-09-28,12,Saturday,9,2024
FIR-2024-008223,2024-09-28 13:57:00,Cheating,KR Market,12.964935,77.591908,2,Closed - Convicted,2024-09-28,13,Saturday,9,2024
FIR-2024-008252,2024-09-28 13:57:00,House Burglary,Frazer Town,13.008298,77.608628,4,Chargesheeted,2024-09-28,13,Saturday,9,2024
FIR-2024-008226,2024-09-28 14:34:00,Robbery,Shivajinagar,12.984062,77.609213,4,Under Investigation,2024-09-28,14,Saturday,9,2024
FIR-2024-008254,2024-09-28 15:17:00,Robbery,MG Road,12.980555,77.607125,4,Closed - Convicted,2024-09-28,15,Saturday,9,2024
FIR-2024-008237,2024-09-28 15:45:00,Cybercrime Fraud,Electronic City,12.833543,77.642952,3,Chargesheeted,2024-09-28,15,Saturday,9,2024
FIR-2024-008233,2024-09-28 17:10:00,Vehicle Theft,Marathahalli,12.955385,77.688968,3,Closed - Untraced,2024-09-28,17,Saturday,9,2024
FIR-2024-008229,2024-09-28 18:01:00,Drug Offense,Koramangala,12.935407,77.612778,3,Chargesheeted,2024-09-28,18,Saturday,9,2024
FIR-2024-008230,2024-09-28 18:20:00,Vehicle Theft,Indiranagar,12.96332,77.651843,3,Under Investigation,2024-09-28,18,Saturday,9,2024
FIR-2024-008246,2024-09-28 18:21:00,Harassment,Peenya,13.023222,77.522216,2,Closed - Untraced,2024-09-28,18,Saturday,9,2024
FIR-2024-008248,2024-09-28 18:25:00,Chain Snatching,Yeshwanthpur,13.026092,77.55379,3,Chargesheeted,2024-09-28,18,Saturday,9,2024
FIR-2024-008258,2024-09-28 18:26:00,Cybercrime Fraud,Malleshwaram,13.011648,77.582915,3,Under Investigation,2024-09-28,18,Saturday,9,2024
FIR-2024-008231,2024-09-28 20:27:00,Drug Offense,Indiranagar,12.976637,77.645274,3,Under Investigation,2024-09-28,20,Saturday,9,2024
FIR-2024-008238,2024-09-28 22:24:00,Chain Snatching,BTM Layout,12.905692,77.59543,3,Under Investigation,2024-09-28,22,Saturday,9,2024
FIR-2024-008255,2024-09-28 22:47:00,Vehicle Theft,Jayanagar,12.91581,77.589844,3,Closed - Convicted,2024-09-28,22,Saturday,9,2024
FIR-2024-008239,2024-09-28 22:58:00,Assault,BTM Layout,12.917225,77.611626,4,Closed - Untraced,2024-09-28,22,Saturday,9,2024
FIR-2024-008257,2024-09-28 23:04:00,Vehicle Theft,Banashankari,12.927807,77.561635,3,Under Investigation,2024-09-28,23,Saturday,9,2024
FIR-2024-008247,2024-09-28 23:22:00,Vehicle Theft,Yeshwanthpur,13.038614,77.540677,3,Closed - Untraced,2024-09-28,23,Saturday,9,2024
FIR-2024-008250,2024-09-28 23:22:00,Robbery,Rajajinagar,12.985889,77.565757,4,Closed - Convicted,2024-09-28,23,Saturday,9,2024
